id;commentaires;premiere_diffusion_episode;numero_episode;resume_episode;note;duree;numero_saison;titre_episode;votes;titre_serie;annee_premiere_diffusion_serie;resume_serie;premiere_diffusion_serie;pays;status_serie;genres_serie
3113864;4;2018-09-07 06:00:00;7;As Danny steps up his training, Davos ramps up recruitment. Ward falls prey to old demons, and Misty butts heads with a captain.;7.40856;55;2;Morning of the Mindstorm;771;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113866;6;2018-09-07 06:00:00;8;Joy offers Davos tips on appealing to the masses, Danny begins to understand his limits, and Mary seeks the truth about her past.;7.5324;55;2;Citadel on the Edge of Vengeance;787;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113871;9;2018-09-07 06:00:00;9;Facing a life-changing decision, Danny and Colleen debate their next move. Meanwhile, Davos's contempt for mercy grows stronger.;7.73503;55;2;War Without End;785;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113889;16;2018-09-07 06:00:00;10;In the season finale, Iron Fists collide as the fate of New York City hangs in the balance.;7.82733;55;2;A Duel of Iron;805;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
1732378;10;2015-11-20 07:00:00;1;Jessica Jones is hired to find a pretty NYU student who's vanished, but it turns out to be more than a simple missing persons case.;7.66253;51;1;AKA Ladies Night;5562;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793740;7;2015-11-20 07:00:00;2;Jessica vows to prove Hope's innocence, even though it means tracking down a terrifying figure from her own past.;7.78213;51;1;AKA Crush Syndrome;4677;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793741;8;2015-11-20 07:00:00;3;It won't be easy to acquire or deploy, but Jessica thinks she's found a weapon to use against Kilgrave. Luke and Jessica bond over their similarities. ;7.79261;53;1;AKA It's Called Whiskey;4359;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793742;6;2015-11-20 07:00:00;4;A new case demands attention as Jessica tries to find out who's spying on her for Kilgrave. Trish's radio show yields unexpected consequences.;7.78751;48;1;AKA 99 Friends;4052;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793743;7;2015-11-20 07:00:00;5;Despite Jessica's objections, Trish's new friend Simpson gets involved in the hunt for Kilgrave. Jessica recalls a pivotal moment in her life.;7.86065;49;1;AKA The Sandwich Saved Me;3990;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793744;6;2015-11-20 07:00:00;6;Luke hires Jessica to help him find someone who may have skipped town, but she fears he'll learn too much about her history in the process.;7.8507;53;1;AKA You're a Winner!;3858;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793745;9;2015-11-20 07:00:00;7;Malcom, Simpson and Trish go rogue to prevent Jessica from carrying out an extreme plan to outwit Kilgrave. ;7.88047;54;1;AKA Top Shelf Perverts;3815;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793746;13;2015-11-20 07:00:00;8;Jessica experiences a strange homecoming courtesy of Kilgrave. Hogarth's conflict with her estranged wife reaches a tipping point.;8.07914;49;1;AKA WWJD?;3778;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793747;17;2015-11-20 07:00:00;9;Just when Jessica has Kilgrave right where she wants him, Hogarth's involvement complicates the situation. Details of Kilgrave's past emerge.;8.21951;54;1;AKA Sin Bin;3813;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793748;13;2015-11-20 07:00:00;10;A discovery has the potential to change the entire game -- if Jessica can refuse Kilgrave's offer.;8.03727;45;1;AKA 1,000 Cuts;3676;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793749;12;2015-11-20 07:00:00;11;Jessica searches morgues for clues. Trish goes all-out to keep Simpson from getting in Jessica's way. Malcom has an epiphany.;7.88711;50;1;AKA I've Got the Blues;3632;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793750;9;2015-11-20 07:00:00;12;The hunt for Kilgrave reunites Jessica with Luke. Trish receives some unexpected information about Simpson and Jessica.;8.00743;53;1;AKA Take a Bloody Number;3636;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
1793751;25;2015-11-20 07:00:00;13;Jessica and Luke get help from someone else in the neighborhood. Kilgrave gears up for a major test of powers against Jessica.;8.28747;51;1;AKA Smile;3823;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2513639;12;2018-03-08 07:00:00;1;While Jessica deals with a rival PI and a paranoid would-be client, Trish digs up a medical file that could unlock the mystery of Jessica's powers.;7.49953;55;2;AKA Start at the Beginning;2116;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917123;9;2018-03-08 07:00:00;2;Jessica sets out to find Dr. Kozlov and makes a startling discovery. Trish recruits Malcolm for backup as she visits a figure from her past.;7.50644;55;2;AKA Freak Accident;1787;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917124;5;2018-03-08 07:00:00;3;As her visions intensify, Jessica visits an abandoned clinic, where she stumbles on a new lead. Jeri faces an ultimatum after her secret gets out.;7.59917;55;2;AKA Sole Survivor;1679;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917125;7;2018-03-08 07:00:00;4;Between anger management classes and tabloid scandals, Jessica and Trish track down a third patient linked to IGH. Oscar extends an olive branch.;7.64642;55;2;AKA God Help the Hobo;1646;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917126;5;2018-03-08 07:00:00;5;Backed into a corner, Jessica's forced to share her intel on the killer. A groggy Trish tries to pull herself together before an important meeting.;7.63052;55;2;AKA The Octopus;1586;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917127;11;2018-03-08 07:00:00;6;Jessica gate-crashes an exclusive country club on the hunt for the killer. Trish's new addiction begins to spiral out of control.;7.66474;55;2;AKA Facetime;1560;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917128;12;2018-03-08 07:00:00;7;Flashbacks shed new light on the aftermath of the family's car accident and reveal a painful turning point in Jessica's adult life.;7.71484;55;2;AKA I Want Your Cray Cray;1536;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917129;8;2018-03-08 07:00:00;8;While Jessica debates her next move, Malcolm confronts Trish about her erratic behavior. Jeri makes contact with a healer.;7.59826;55;2;AKA Ain't We Got Fun;1496;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917130;9;2018-03-08 07:00:00;9;The shooting forces Jessica to rethink her plans. Oscar asks for help with a family crisis. Trish's frustrations finally boil over.;7.56414;55;2;AKA Shark in the Bathtub, Monster in the Bed;1489;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917131;8;2018-03-08 07:00:00;10;Jeri finagles a deal for her new client in exchange for Karl's location. Trish forges ahead with her own investigation. A prison guard crosses a line.;7.55518;55;2;AKA Pork Chop;1477;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917132;17;2018-03-08 07:00:00;11;Shocked by her own actions and haunted by visions of Kilgrave, Jessica worries she's turning into a monster. Trish's plans for Karl become clear.;7.72596;55;2;AKA Three Lives and Counting;1456;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917133;4;2018-03-08 07:00:00;12;As Jessica and Dorothy wait anxiously for updates on Trish, a call from Costa brings alarming news. Jeri hatches a plan to get her revenge.;7.48542;55;2;AKA Pray for My Patsy;1440;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
2917134;20;2018-03-08 07:00:00;13;Waking up in unfamiliar surroundings, Jessica once again finds herself torn between two worlds and facing an impossible choice.;7.63128;55;2;AKA Playland;1432;Marvel's Jessica Jones;2015;A former superhero decides to reboot her life by becoming a private investigator.;2015-11-20 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'crime', 'suspense']
884436;29;2011-12-04 00:00:00;1;A twisted parable for the Twitter age, The National Anthem looks at how life is very much harder for the rich and supposedly powerful now that information is disseminated so quickly and public opinion is so loud, powerful and quick to change. It's a political thriller in which the Prime Minister faces a huge dilemma - and that's all that can be revealed for now...;7.44349;44;1;The National Anthem;9202;Black Mirror;2011;A television anthology series that shows the dark side of life and technology.;2011-12-04 00:00:00;gb;returning series;['drama', 'fantasy', 'science-fiction', 'thriller']
